respondent_id,h1n1_vaccine,seasonal_vaccine
41314,0.9,0.9
41315,0.1,0.1
41316,0.2,0.1
41317,0.6,0.6
41318,0.2,0.9
41319,0.2,0.1
41320,0.4,0.1
41321,0.7,0.7
41322,0.4,1.0
41323,0.3,0.3
41324,0.4,0.6
41325,0.2,0.3
41326,0.4,0.5
41327,0.1,0.1
41328,0.3,0.1
41329,1.0,1.0
41330,0.2,0.3
41331,0.4,0.4
41332,0.1,0.9
41333,0.6,0.6
41334,0.1,0.9
41335,0.1,0.4
41336,0.1,0.1
41337,0.7,0.6
41338,0.1,0.1
41339,0.1,0.9
41340,0.9,0.9
41341,0.2,0.6
41342,0.4,0.8
41343,0.8,0.8
41344,0.8,0.8
41345,0.2,0.2
41346,0.1,0.1
41347,0.2,0.2
41348,0.3,0.2
41349,0.2,0.6
41350,0.7,0.9
41351,0.5,0.2
41352,0.9,0.9
41353,0.2,0.2
41354,0.3,0.4
41355,0.1,0.1
41356,0.2,0.9
41357,0.3,0.2
41358,0.2,0.3
41359,0.5,0.4
41360,0.4,0.2
41361,0.3,0.2
41362,0.3,0.4
41363,0.2,0.4
41364,0.2,0.3
41365,0.2,0.5
41366,0.1,0.2
41367,0.0,0.0
41368,0.1,0.8
41369,0.1,0.1
41370,0.4,0.3
41371,0.1,0.1
41372,0.2,0.7
41373,0.1,0.1
41374,0.1,0.2
41375,0.4,0.4
41376,0.5,0.8
41377,0.3,0.3
41378,0.5,0.5
41379,0.1,0.2
41380,0.2,0.8
41381,0.1,0.1
41382,0.5,0.3
41383,0.3,0.4
41384,0.1,0.3
41385,0.1,0.1
41386,0.3,0.2
41387,0.6,0.5
41388,0.1,0.7
41389,0.1,0.2
41390,0.1,0.9
41391,0.9,0.7
41392,0.2,0.3
41393,0.2,0.8
41394,0.4,0.2
41395,0.3,0.3
41396,0.2,0.2
41397,0.2,0.8
41398,0.7,0.7
41399,0.1,0.9
41400,0.4,0.6
41401,0.3,0.7
41402,0.5,0.5
41403,0.3,0.2
41404,0.1,1.0
41405,0.3,0.2
41406,0.4,0.8
41407,0.1,0.7
41408,0.4,0.7
41409,0.4,0.4
41410,0.4,0.5
41411,0.2,0.3
41412,0.1,0.4
41413,0.9,0.9
41414,0.2,0.8
41415,0.2,0.5
41416,0.4,0.3
41417,0.2,0.9
41418,0.6,0.2
41419,0.8,0.9
41420,0.2,0.8
41421,1.0,1.0
41422,0.1,0.1
41423,0.6,0.8
41424,0.4,0.8
41425,0.7,0.7
41426,0.1,0.1
41427,0.1,0.3
41428,0.3,0.9
41429,0.2,0.2
41430,0.2,0.5
41431,0.9,0.9
41432,0.2,0.2
41433,0.8,0.9
41434,0.1,0.1
41435,0.1,0.1
41436,0.6,0.6
41437,0.2,0.5
41438,0.3,0.2
41439,0.1,0.1
41440,0.0,0.1
41441,0.1,0.6
41442,0.5,0.7
41443,0.1,0.2
41444,0.8,1.0
41445,0.3,0.4
41446,0.2,0.7
41447,0.6,0.8
41448,0.1,0.1
41449,0.3,0.9
41450,0.5,0.4
41451,0.1,0.2
41452,0.1,0.7
41453,0.7,0.6
41454,0.9,0.9
41455,0.6,0.7
41456,0.9,0.9
41457,0.2,0.5
41458,0.5,0.4
41459,0.0,0.1
41460,0.5,0.8
41461,0.8,1.0
41462,0.5,0.3
41463,0.6,0.9
41464,0.4,0.3
41465,0.4,0.5
41466,0.2,0.3
41467,0.4,0.5
41468,0.4,0.9
41469,0.9,0.6
41470,0.1,0.2
41471,0.8,0.9
41472,0.5,0.7
41473,0.8,0.8
41474,0.6,0.8
41475,0.2,0.6
41476,0.2,0.3
41477,0.4,0.4
41478,0.2,0.3
41479,0.4,0.5
41480,0.2,0.4
41481,0.1,0.3
41482,0.2,0.1
41483,0.2,0.8
41484,0.1,0.0
41485,0.2,0.2
41486,0.1,0.1
41487,0.7,0.8
41488,0.1,0.1
41489,0.1,0.4
41490,0.1,0.6
41491,0.7,0.9
41492,0.2,0.2
41493,0.8,0.7
41494,0.1,0.9
41495,0.2,0.3
41496,0.2,0.7
41497,0.2,0.4
41498,0.3,0.2
41499,0.4,0.4
41500,0.1,0.2
41501,0.8,0.8
41502,0.2,0.5
41503,0.5,0.3
41504,0.2,0.7
41505,0.3,0.7
41506,0.6,0.2
41507,0.1,0.1
41508,0.2,0.2
41509,0.3,0.2
41510,0.1,0.7
41511,0.2,0.6
41512,0.2,0.2
41513,0.7,0.6
41514,0.3,0.2
41515,0.2,0.4
41516,0.2,0.9
41517,0.1,0.1
41518,0.7,0.5
41519,0.5,0.9
41520,0.5,0.7
41521,0.4,0.8
41522,0.2,0.2
41523,0.0,0.0
41524,0.5,0.8
41525,0.1,0.8
41526,0.2,0.4
41527,0.4,0.3
41528,0.4,0.9
41529,0.4,0.3
41530,0.1,0.0
41531,0.7,0.6
41532,0.8,0.5
41533,0.8,0.6
41534,0.5,0.8
41535,0.4,0.2
41536,0.8,0.9
41537,0.7,0.6
41538,0.8,0.8
41539,0.3,0.7
41540,0.5,0.5
41541,0.9,0.9
41542,0.3,0.2
41543,0.3,0.4
41544,0.2,0.4
41545,0.3,0.6
41546,0.4,0.6
41547,0.3,0.7
41548,0.1,0.5
41549,0.1,0.5
41550,0.4,0.7
41551,0.2,0.9
41552,0.7,0.6
41553,0.1,0.3
41554,0.9,0.8
41555,0.4,0.3
41556,0.6,0.5
41557,0.3,0.9
41558,1.0,0.9
41559,0.3,0.4
41560,0.1,0.4
41561,0.8,0.5
41562,0.4,0.4
41563,0.2,0.7
41564,0.7,0.4
41565,0.1,0.3
41566,0.5,0.5
41567,0.4,0.5
41568,0.5,0.6
41569,0.2,0.4
41570,0.1,0.9
41571,0.2,0.2
41572,0.1,0.3
41573,0.8,0.8
41574,0.0,0.1
41575,0.9,1.0
41576,0.8,0.6
41577,0.1,0.9
41578,0.2,0.3
41579,0.2,0.2
41580,0.5,0.8
41581,0.1,0.1
41582,0.4,0.4
41583,0.2,0.7
41584,0.1,0.9
41585,0.2,0.1
41586,0.1,0.3
41587,0.7,0.7
41588,0.6,0.4
41589,0.9,0.9
41590,0.2,0.5
41591,0.2,0.7
41592,0.5,0.6
41593,0.1,0.5
41594,0.1,0.2
41595,0.2,0.2
41596,0.6,0.8
41597,0.2,0.1
41598,0.9,1.0
41599,0.2,0.9
41600,0.2,0.4
41601,0.7,0.4
41602,0.1,0.7
41603,0.1,0.1
41604,0.8,0.8
41605,0.1,0.6
41606,0.2,0.1
41607,0.2,0.5
41608,0.2,0.4
41609,0.2,0.5
41610,0.2,0.3
41611,0.3,0.5
41612,0.5,0.8
41613,0.9,0.9
41614,0.9,0.9
41615,0.9,0.9
41616,0.9,0.8
41617,0.1,0.7
41618,0.9,1.0
41619,0.4,0.3
41620,0.1,0.2
41621,0.6,0.6
41622,0.8,0.7
41623,0.5,0.6
41624,0.8,0.4
41625,0.9,0.7
41626,0.0,0.0
41627,0.2,0.2
41628,0.1,0.2
41629,0.2,0.2
41630,0.4,0.4
41631,0.8,0.8
41632,0.7,0.8
41633,0.2,0.2
41634,0.4,0.4
41635,0.8,0.7
41636,0.1,0.0
41637,0.2,0.1
41638,0.0,0.1
41639,0.4,0.7
41640,0.7,0.8
41641,0.6,0.6
41642,0.2,0.1
41643,0.3,0.3
41644,0.3,0.2
41645,0.2,0.9
41646,0.5,0.7
41647,0.1,0.8
41648,0.1,0.1
41649,0.3,0.3
41650,0.7,0.8
41651,0.2,0.9
41652,0.9,0.9
41653,0.0,0.0
41654,0.1,0.3
41655,0.1,0.1
41656,0.4,0.5
41657,0.2,0.2
41658,0.9,0.9
41659,0.6,0.5
41660,0.3,0.8
41661,0.7,0.8
41662,0.2,0.6
41663,0.1,0.1
41664,0.9,0.9
41665,0.1,0.2
41666,0.5,0.9
41667,0.1,0.2
41668,0.2,0.2
41669,0.1,0.1
41670,0.2,0.2
41671,0.0,0.0
41672,0.2,0.2
41673,0.0,0.1
41674,0.1,0.1
41675,0.3,0.3
41676,0.2,0.2
41677,0.5,0.7
41678,0.2,0.2
41679,0.4,0.3
41680,0.2,0.2
41681,0.9,0.9
41682,0.1,0.2
41683,0.1,0.2
41684,0.4,0.5
41685,0.2,0.4
41686,0.3,0.4
41687,0.0,0.1
41688,0.1,0.3
41689,0.3,0.1
41690,0.3,0.5
41691,0.8,0.9
41692,0.2,0.1
41693,0.6,0.3
41694,0.1,0.1
41695,0.7,0.8
41696,0.1,0.1
41697,0.2,0.2
41698,0.4,0.3
41699,0.5,0.1
41700,0.1,0.1
41701,0.9,0.7
41702,0.6,0.5
41703,0.3,0.1
41704,0.2,0.2
41705,0.2,0.4
41706,0.9,0.9
41707,0.0,0.1
41708,0.1,0.3
41709,0.9,0.7
41710,0.5,0.3
41711,0.9,0.8
41712,0.4,0.6
41713,0.3,1.0
41714,0.5,0.5
41715,0.3,0.1
41716,0.1,0.2
41717,0.1,0.1
41718,0.2,0.3
41719,0.2,0.3
41720,0.7,0.7
41721,0.1,0.2
41722,0.1,0.1
41723,0.1,0.9
41724,0.3,0.3
41725,0.5,0.8
41726,0.1,0.1
41727,0.9,0.8
41728,0.0,0.1
41729,0.1,0.2
41730,0.2,0.1
41731,0.1,0.3
41732,0.2,0.3
41733,0.5,0.9
41734,0.7,0.6
41735,0.3,0.2
41736,0.3,0.3
41737,0.2,0.1
41738,0.0,0.8
41739,0.3,0.6
41740,0.2,0.3
41741,0.1,0.8
41742,0.3,0.1
41743,0.3,0.6
41744,0.3,0.4
41745,0.1,0.1
41746,0.1,0.1
41747,0.9,0.8
41748,0.3,0.6
41749,0.2,0.4
41750,0.1,0.6
41751,0.9,0.8
41752,0.1,0.1
41753,0.1,0.5
41754,0.7,0.6
41755,0.1,0.3
41756,0.2,0.4
41757,0.9,0.7
41758,0.6,0.7
41759,0.3,0.3
41760,0.2,0.1
41761,0.8,0.9
41762,0.1,0.1
41763,0.3,0.2
41764,0.1,0.4
41765,0.1,0.2
41766,0.2,0.7
41767,0.2,0.9
41768,0.7,0.8
41769,0.1,0.7
41770,0.4,0.2
41771,0.3,0.1
41772,0.5,0.5
41773,0.2,0.3
41774,0.8,0.7
41775,0.1,0.2
41776,0.2,0.2
41777,0.8,0.8
41778,0.1,0.2
41779,0.0,0.1
41780,0.1,0.2
41781,0.0,0.1
41782,0.1,0.1
41783,0.2,0.2
41784,0.1,0.1
41785,0.1,0.2
41786,0.1,0.2
41787,0.2,0.8
41788,0.4,0.2
41789,0.3,0.2
41790,0.6,1.0
41791,0.4,0.7
41792,0.7,0.4
41793,0.3,0.4
41794,0.1,0.5
41795,0.0,0.1
41796,0.9,0.9
41797,0.2,0.2
41798,0.2,0.8
41799,0.9,0.9
41800,0.0,0.1
41801,0.3,0.6
41802,0.1,0.1
41803,0.4,0.2
41804,0.4,0.9
41805,0.1,0.1
41806,0.5,0.5
41807,0.1,0.1
41808,0.2,0.4
41809,0.2,0.4
41810,0.8,0.3
41811,0.1,0.2
41812,0.3,0.1
41813,0.3,0.4
41814,0.1,0.7
41815,0.4,0.5
41816,0.1,0.1
41817,0.2,0.1
41818,0.2,0.9
41819,0.5,0.7
41820,0.1,0.1
41821,0.1,0.2
41822,0.2,0.1
41823,0.2,0.2
41824,0.1,0.1
41825,0.2,0.3
41826,0.2,0.4
41827,0.4,0.4
41828,0.3,0.9
41829,0.1,0.1
41830,0.3,0.9
41831,0.4,0.5
41832,0.1,0.6
41833,0.1,0.2
41834,0.5,0.7
41835,0.6,0.8
41836,0.7,0.2
41837,0.2,0.2
41838,0.1,0.1
41839,0.4,0.8
41840,0.8,0.9
41841,0.2,0.8
41842,0.5,0.4
41843,0.1,0.9
41844,0.1,0.2
41845,0.2,0.2
41846,0.1,0.2
41847,0.2,0.2
41848,0.8,0.9
41849,0.2,0.3
41850,0.2,0.4
41851,0.3,0.4
41852,0.1,0.1
41853,0.1,0.3
41854,0.4,0.2
41855,0.7,0.8
41856,0.7,1.0
41857,0.3,0.2
41858,0.7,0.2
41859,0.7,0.2
41860,0.3,0.9
41861,0.4,0.3
41862,0.2,0.2
41863,0.2,0.5
41864,0.2,0.5
41865,0.9,0.9
41866,0.5,0.6
41867,0.9,0.8
41868,0.3,0.6
41869,0.4,0.3
41870,0.3,0.3
41871,0.5,0.9
41872,0.2,0.8
41873,0.8,0.8
41874,0.5,0.6
41875,0.2,0.9
41876,0.1,0.1
41877,0.2,0.2
41878,1.0,1.0
41879,0.2,0.9
41880,0.5,0.6
41881,0.2,0.1
41882,0.5,0.3
41883,0.3,0.5
41884,0.1,0.1
41885,0.7,0.9
41886,0.1,0.1
41887,0.7,0.9
41888,0.1,0.8
41889,0.1,0.1
41890,0.2,0.1
41891,0.2,0.1
41892,0.5,0.3
41893,0.4,0.9
41894,0.1,0.1
41895,0.6,0.5
41896,0.5,0.7
41897,0.3,0.5
41898,0.2,0.2
41899,0.3,0.2
41900,0.8,0.7
41901,0.1,0.2
41902,0.5,0.7
41903,0.8,0.9
41904,0.1,0.7
41905,0.2,0.2
41906,0.5,0.6
41907,0.8,0.9
41908,0.1,0.1
41909,0.9,0.8
41910,0.9,0.9
41911,0.1,0.2
41912,0.1,0.4
41913,0.2,0.1
41914,0.6,0.6
41915,0.1,0.1
41916,0.1,0.1
41917,0.2,0.2
41918,0.9,0.9
41919,0.1,0.2
41920,0.0,0.1
41921,0.3,0.8
41922,0.2,0.1
41923,0.3,0.9
41924,0.0,0.1
41925,0.3,0.4
41926,0.6,0.5
41927,0.3,0.3
41928,0.5,0.4
41929,0.8,0.3
41930,0.6,0.7
41931,0.1,0.2
41932,0.6,0.8
41933,0.8,0.4
41934,0.4,0.7
41935,0.2,0.3
41936,0.1,0.1
41937,0.7,1.0
41938,0.6,0.5
41939,0.2,0.2
41940,0.2,0.3
41941,1.0,0.9
41942,0.1,0.4
41943,0.3,0.3
41944,0.3,0.4
41945,0.8,0.8
41946,0.2,0.4
41947,0.1,0.3
41948,0.2,0.2
41949,0.1,0.1
41950,0.8,0.6
41951,0.2,0.6
41952,0.1,0.2
41953,0.2,0.9
41954,0.2,0.2
41955,0.1,0.2
41956,0.4,0.5
41957,0.2,0.2
41958,0.9,0.9
41959,0.4,0.9
41960,0.4,0.3
41961,0.9,0.9
41962,0.4,0.2
41963,0.4,0.5
41964,0.5,0.8
41965,0.3,0.8
41966,0.2,0.9
41967,0.1,0.3
41968,0.2,0.1
41969,0.3,0.1
41970,0.1,0.1
41971,1.0,1.0
41972,0.3,0.8
41973,0.4,0.8
41974,0.2,0.4
41975,0.3,0.4
41976,0.2,0.9
41977,0.2,0.1
41978,0.1,0.1
41979,0.8,0.9
41980,0.3,0.9
41981,0.1,0.1
41982,0.7,0.5
41983,0.2,0.3
41984,0.4,0.9
41985,0.9,0.9
41986,0.3,0.4
41987,0.9,0.8
41988,0.0,0.2
41989,0.8,0.4
41990,0.4,0.3
41991,0.5,0.5
41992,0.2,1.0
41993,0.3,0.3
41994,0.1,0.1
41995,0.8,0.7
41996,0.2,0.5
41997,0.1,0.3
41998,0.3,0.3
41999,0.7,0.8
42000,0.1,0.1
42001,0.5,0.9
42002,0.1,0.1
42003,0.1,0.1
42004,0.6,0.5
42005,0.4,0.4
42006,0.7,0.7
42007,0.7,0.9
42008,0.2,0.1
42009,0.4,0.7
42010,0.1,0.6
42011,0.1,0.2
42012,0.1,0.1
42013,0.4,0.9
42014,0.6,0.4
42015,0.1,0.5
42016,0.1,0.9
42017,0.7,0.9
42018,0.3,0.2
42019,0.8,0.8
42020,0.2,0.1
42021,0.2,0.7
42022,1.0,1.0
42023,0.4,0.8
42024,0.1,0.1
42025,0.6,0.7
42026,0.8,0.8
42027,0.3,0.8
42028,0.3,0.6
42029,0.2,0.1
42030,0.1,0.1
42031,0.2,0.2
42032,0.9,0.8
42033,0.5,0.3
42034,0.4,0.4
42035,0.1,0.1
42036,0.3,0.2
42037,0.2,0.5
42038,0.2,0.9
42039,0.1,0.3
42040,0.5,0.9
42041,0.8,0.9
42042,0.2,0.1
42043,0.2,0.2
42044,0.3,0.5
42045,0.6,0.4
42046,0.3,0.3
42047,0.5,0.4
42048,0.3,0.1
42049,0.6,0.5
42050,0.2,0.4
42051,0.3,0.8
42052,0.4,0.3
42053,0.2,0.3
42054,0.4,0.8
42055,0.9,0.9
42056,0.2,0.4
42057,0.2,0.9
42058,0.8,0.8
42059,0.2,0.1
42060,0.3,0.5
42061,0.0,0.1
42062,0.1,0.1
42063,0.6,0.1
42064,0.4,0.6
42065,0.7,0.7
42066,0.0,0.1
42067,0.1,0.2
42068,0.6,0.6
42069,0.2,0.1
42070,0.2,0.1
42071,0.0,0.3
42072,0.7,0.9
42073,0.3,0.1
42074,0.3,0.3
42075,0.1,0.2
42076,0.4,0.9
42077,0.2,0.1
42078,0.8,0.8
42079,0.2,0.1
42080,0.3,0.3
42081,0.0,0.2
42082,0.2,0.5
42083,0.1,0.8
42084,0.9,0.8
42085,0.4,0.3
42086,0.8,0.6
42087,0.3,0.8
42088,0.2,0.3
42089,0.1,0.8
42090,0.1,0.2
42091,0.2,0.1
42092,0.2,0.2
42093,0.6,0.7
42094,0.4,0.3
42095,0.2,0.3
42096,0.0,0.1
42097,0.0,0.0
42098,0.8,0.7
42099,0.2,0.2
42100,0.9,0.9
42101,0.7,0.2
42102,0.2,0.6
42103,0.2,0.2
42104,0.3,0.2
42105,0.3,0.3
42106,0.1,0.0
42107,0.2,0.3
42108,0.5,0.7
42109,0.9,0.9
42110,0.3,0.3
42111,0.2,0.6
42112,0.1,0.1
42113,0.3,0.7
42114,0.1,0.2
42115,0.1,0.0
42116,0.2,0.9
42117,0.1,0.1
42118,0.9,0.9
42119,0.5,0.8
42120,0.3,0.7
42121,0.6,0.5
42122,0.2,0.5
42123,0.2,0.5
42124,0.6,0.5
42125,0.9,1.0
42126,0.2,0.9
42127,0.7,0.7
42128,0.2,0.6
42129,0.2,0.2
42130,0.7,0.8
42131,0.2,0.3
42132,0.1,0.1
42133,0.5,0.4
42134,0.3,0.4
42135,0.2,0.2
42136,0.5,0.6
42137,0.7,0.6
42138,0.7,0.7
42139,0.2,0.3
42140,0.1,0.2
42141,0.1,0.1
42142,0.1,0.1
42143,0.2,0.2
42144,0.0,0.2
42145,0.2,0.5
42146,0.3,0.8
42147,0.5,0.6
42148,0.5,0.9
42149,0.2,0.4
42150,0.5,0.9
42151,0.6,0.9
42152,0.2,0.5
42153,0.6,0.5
42154,1.0,1.0
42155,0.1,0.6
42156,0.2,0.6
42157,0.4,0.5
42158,0.2,0.5
42159,0.1,0.1
42160,0.4,0.6
42161,0.2,0.2
42162,0.2,0.2
42163,0.3,0.9
42164,0.1,0.2
42165,0.1,0.1
42166,0.2,0.1
42167,0.3,0.5
42168,0.3,0.4
42169,0.3,0.2
42170,0.1,0.1
42171,0.9,0.5
42172,0.0,0.1
42173,0.1,0.1
42174,0.8,0.9
42175,0.1,0.0
42176,0.5,0.4
42177,0.1,0.7
42178,0.2,0.2
42179,0.1,0.0
42180,0.3,0.7
42181,0.5,0.3
42182,0.1,0.1
42183,0.2,0.1
42184,0.3,0.8
42185,0.5,0.4
42186,0.3,0.6
42187,0.2,0.2
42188,0.3,0.2
42189,0.1,0.2
42190,0.4,0.5
42191,0.2,1.0
42192,0.0,0.0
42193,1.0,1.0
42194,0.3,0.2
42195,0.8,0.7
42196,0.4,0.3
42197,0.3,0.5
42198,0.3,0.4
42199,0.6,0.5
42200,0.4,0.3
42201,0.2,0.9
42202,0.6,0.7
42203,0.2,0.2
42204,0.7,0.7
42205,0.5,0.3
42206,0.2,0.1
42207,0.4,0.8
42208,0.0,0.1
42209,0.4,0.8
42210,0.2,0.1
42211,0.1,0.4
42212,0.4,0.9
42213,0.2,0.1
42214,0.1,1.0
42215,0.3,0.3
42216,0.4,0.7
42217,0.2,0.2
42218,0.0,0.1
42219,0.1,0.1
42220,0.3,0.3
42221,0.2,0.1
42222,0.5,0.8
42223,0.2,0.3
42224,0.3,0.1
42225,0.7,0.8
42226,0.1,0.9
42227,0.2,0.2
42228,0.4,0.1
42229,0.2,0.1
42230,0.6,0.8
42231,0.1,0.6
42232,0.9,0.9
42233,0.5,0.7
42234,0.9,0.9
42235,0.2,0.3
42236,0.2,0.9
42237,0.1,0.1
42238,0.4,0.6
42239,0.2,0.1
42240,0.2,0.9
42241,0.4,0.9
42242,0.1,0.4
42243,0.2,0.8
42244,0.5,0.2
42245,0.1,0.1
42246,0.5,0.5
42247,0.4,0.1
42248,0.6,0.8
42249,0.3,0.9
42250,0.3,0.4
42251,0.4,0.7
42252,0.2,0.6
42253,0.8,0.9
42254,0.3,0.6
42255,0.2,0.5
42256,0.6,0.8
42257,0.3,0.5
42258,0.0,0.1
42259,0.1,0.2
42260,0.4,0.4
42261,0.3,0.7
42262,0.1,0.1
42263,0.4,0.7
42264,0.2,0.1
42265,0.3,0.5
42266,0.1,0.5
42267,0.4,0.7
42268,0.5,0.4
42269,0.2,0.3
42270,0.2,0.2
42271,0.8,0.7
42272,0.1,0.1
42273,0.1,0.4
42274,0.2,0.3
42275,0.9,0.9
42276,0.3,0.8
42277,0.0,0.1
42278,0.1,0.1
42279,0.3,0.1
42280,0.4,0.3
42281,0.0,0.0
42282,0.3,0.6
42283,0.3,0.1
42284,0.1,0.1
42285,0.4,0.3
42286,0.2,0.2
42287,0.2,0.5
42288,0.1,0.3
42289,0.3,0.4
42290,0.1,0.2
42291,0.3,0.1
42292,0.5,0.8
42293,0.3,0.3
42294,0.7,0.8
42295,0.1,0.6
42296,0.4,0.7
42297,0.2,0.1
42298,0.2,0.4
42299,0.7,0.4
42300,0.1,0.1
42301,0.4,0.1
42302,0.3,0.5
42303,0.3,0.2
42304,0.2,0.1
42305,0.4,0.9
42306,0.1,0.1
42307,0.9,0.9
42308,0.1,0.1
42309,0.4,0.9
42310,0.1,0.0
42311,0.2,0.8
42312,0.8,0.7
42313,0.5,0.8
42314,0.2,0.2
42315,0.2,0.1
42316,0.1,0.2
42317,0.7,0.6
42318,0.4,0.3
42319,0.2,0.2
42320,0.2,0.8
42321,0.9,0.8
42322,0.2,0.9
42323,0.2,0.2
42324,0.2,0.1
42325,0.5,0.2
42326,0.2,0.1
42327,0.1,0.1
42328,0.2,0.8
42329,0.4,1.0
42330,0.2,0.1
42331,0.0,0.4
42332,0.4,0.1
42333,0.3,0.8
42334,0.9,1.0
42335,0.1,0.6
42336,0.1,0.8
42337,0.5,0.7
42338,0.5,0.8
42339,0.6,0.5
42340,0.5,0.2
42341,0.7,0.7
42342,0.1,0.0
42343,0.6,0.8
42344,0.3,0.9
42345,0.1,0.5
42346,0.7,0.7
42347,0.3,0.8
42348,0.3,0.8
42349,0.2,0.9
42350,0.4,0.8
42351,1.0,1.0
42352,0.2,0.4
42353,0.9,0.9
42354,0.9,0.9
42355,0.2,0.7
42356,0.3,0.6
42357,0.1,0.4
42358,0.1,0.1
42359,0.6,0.8
42360,0.8,0.7
42361,0.2,0.5
42362,0.4,0.3
42363,0.2,0.7
42364,0.2,0.2
42365,0.8,0.9
42366,0.1,0.0
42367,0.5,0.2
42368,0.7,0.6
42369,0.8,0.9
42370,0.2,0.2
42371,0.8,0.8
42372,0.5,0.5
42373,0.2,0.4
42374,0.1,0.9
42375,0.2,0.2
42376,0.4,0.1
42377,0.1,0.1
42378,0.2,0.8
42379,0.3,0.9
42380,0.1,0.1
42381,0.4,0.5
42382,0.4,0.3
42383,0.6,0.8
42384,0.7,0.9
42385,0.5,0.7
42386,0.3,0.7
42387,0.2,0.2
42388,0.5,0.6
42389,0.3,0.5
42390,0.0,0.1
42391,0.2,0.3
42392,0.2,0.1
42393,0.6,0.8
42394,0.3,0.5
42395,0.7,0.7
42396,0.2,0.1
42397,0.1,0.1
42398,0.2,0.6
42399,0.2,0.2
42400,0.2,0.6
42401,0.2,0.2
42402,0.1,0.8
42403,0.5,0.7
42404,0.2,0.9
42405,0.6,0.8
42406,0.2,1.0
42407,0.6,0.6
42408,0.1,0.1
42409,0.6,0.8
42410,0.6,0.9
42411,0.1,0.2
42412,0.9,0.9
42413,0.1,0.1
42414,0.0,0.1
42415,0.2,0.1
42416,0.7,0.3
42417,0.1,0.0
42418,0.2,0.3
42419,0.5,0.6
42420,0.1,0.1
42421,0.2,0.4
42422,0.1,0.1
42423,0.1,0.0
42424,0.3,0.5
42425,0.1,0.1
42426,0.3,0.3
42427,0.3,0.7
42428,0.2,0.4
42429,0.0,0.1
42430,0.4,0.3
42431,0.7,0.7
42432,0.1,0.1
42433,0.5,0.3
42434,0.1,0.5
42435,0.1,0.2
42436,0.1,0.1
42437,0.0,0.1
42438,0.7,0.5
42439,0.9,1.0
42440,0.6,0.5
42441,0.1,0.8
42442,0.3,0.6
42443,0.2,0.1
42444,0.4,1.0
42445,0.0,0.0
42446,0.4,0.8
42447,0.4,0.7
42448,0.1,0.3
42449,0.2,0.1
42450,0.2,0.5
42451,0.1,0.2
42452,0.2,0.9
42453,0.2,0.3
42454,0.2,0.2
42455,0.1,0.2
42456,0.6,0.7
42457,0.2,0.3
42458,0.2,0.5
42459,0.2,0.5
42460,0.5,0.8
42461,0.5,0.2
42462,0.9,0.9
42463,0.3,0.3
42464,0.7,0.6
42465,0.2,0.3
42466,0.3,0.8
42467,0.2,1.0
42468,0.1,0.1
42469,0.2,0.1
42470,0.9,0.9
42471,0.2,0.4
42472,0.2,0.4
42473,0.7,0.8
42474,0.3,0.9
42475,0.7,1.0
42476,0.1,0.9
42477,0.5,0.8
42478,0.0,0.1
42479,0.3,0.3
42480,0.8,0.9
42481,0.1,0.8
42482,0.1,0.2
42483,0.9,0.7
42484,0.1,0.1
42485,0.0,0.1
42486,0.9,0.9
42487,0.6,0.8
42488,0.2,0.1
42489,0.8,0.9
42490,0.1,0.3
42491,0.2,0.8
42492,0.5,0.6
42493,0.2,0.9
42494,0.5,0.8
42495,0.5,0.3
42496,0.7,0.8
42497,0.3,0.1
42498,0.5,0.9
42499,0.1,0.5
42500,0.3,0.2
42501,0.7,0.9
42502,0.2,0.1
42503,0.1,0.1
42504,0.1,0.1
42505,0.4,0.5
42506,0.1,0.2
42507,0.3,0.4
42508,0.3,0.1
42509,0.3,0.3
42510,0.3,0.9
42511,0.6,0.4
42512,0.8,0.9
42513,0.1,0.3
42514,0.3,0.6
42515,0.8,0.8
42516,0.2,0.4
42517,0.4,0.8
42518,0.3,0.1
42519,0.2,0.2
42520,0.4,0.6
42521,0.2,0.4
42522,0.2,0.9
42523,0.9,1.0
42524,0.4,0.7
42525,0.9,0.9
42526,0.1,0.3
42527,0.4,0.6
42528,0.2,0.2
42529,0.9,0.8
42530,0.2,0.7
42531,0.2,0.1
42532,0.1,0.1
42533,0.1,0.1
42534,0.1,0.3
42535,0.8,0.9
42536,0.0,0.0
42537,0.2,0.2
42538,0.1,0.2
42539,0.7,0.5
42540,0.2,0.4
42541,0.1,1.0
42542,0.0,0.0
42543,0.2,0.2
42544,0.1,0.1
42545,0.2,0.1
42546,0.2,0.1
42547,0.4,0.8
42548,0.2,0.4
42549,0.1,0.6
42550,0.9,0.9
42551,0.7,0.8
42552,0.1,0.1
42553,0.9,0.9
42554,0.3,0.4
42555,0.8,0.8
42556,0.6,0.9
42557,0.2,0.7
42558,0.3,0.3
42559,0.4,0.4
42560,0.2,0.9
42561,0.6,0.6
42562,0.5,0.5
42563,0.3,0.3
42564,0.1,0.1
42565,0.3,0.6
42566,0.3,0.8
42567,0.6,0.9
42568,0.6,0.3
42569,0.8,0.9
42570,0.2,0.1
42571,0.3,0.4
42572,0.2,0.4
42573,0.4,0.4
42574,0.2,0.8
42575,0.5,0.8
42576,0.4,0.5
42577,0.1,0.1
42578,0.8,0.9
42579,0.3,0.4
42580,0.2,0.2
42581,0.6,0.7
42582,0.1,0.1
42583,0.9,1.0
